Année,Juridiction,Insecte espèce,Superficie défoliée (hectares)
2010,Nouvelle-Écosse,Arpenteuse de la pruche,0
2010,Nouvelle-Écosse,Tordeuse du pin gris,0
2010,Nouvelle-Écosse,Tordeuse du tremble,0
2010,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2010,Nouvelle-Écosse,Spongieuse,0
2010,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2010,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2010,Nouvelle-Écosse,Diprion de Swaine,0
2010,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2010,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2011,Nouvelle-Écosse,Noctuelle décolorée,0
2011,Nouvelle-Écosse,Diprion du sapin,0
2011,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2011,Nouvelle-Écosse,Arpenteuse de Bruce,0
2011,Nouvelle-Écosse,Livrée des forêts,0
2011,Nouvelle-Écosse,Arpenteuse de la pruche,0
2011,Nouvelle-Écosse,Tordeuse du pin gris,0
2011,Nouvelle-Écosse,Tordeuse du tremble,0
2011,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2011,Nouvelle-Écosse,Spongieuse,0
2011,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2011,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2011,Nouvelle-Écosse,Diprion de Swaine,0
2011,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2011,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2012,Nouvelle-Écosse,Noctuelle décolorée,0
2012,Nouvelle-Écosse,Diprion du sapin,0
2012,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2012,Nouvelle-Écosse,Arpenteuse de Bruce,0
2012,Nouvelle-Écosse,Livrée des forêts,0
2012,Nouvelle-Écosse,Arpenteuse de la pruche,0
2012,Nouvelle-Écosse,Tordeuse du pin gris,0
2012,Nouvelle-Écosse,Tordeuse du tremble,0
2012,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2012,Nouvelle-Écosse,Spongieuse,0
2012,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2012,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2012,Nouvelle-Écosse,Diprion de Swaine,0
2012,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2012,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2013,Nouvelle-Écosse,Noctuelle décolorée,0
2013,Nouvelle-Écosse,Diprion du sapin,0
2013,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2013,Nouvelle-Écosse,Arpenteuse de Bruce,0
2013,Nouvelle-Écosse,Livrée des forêts,0
2013,Nouvelle-Écosse,Arpenteuse de la pruche,0
2013,Nouvelle-Écosse,Tordeuse du pin gris,0
2013,Nouvelle-Écosse,Tordeuse du tremble,0
2013,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2013,Nouvelle-Écosse,Spongieuse,0
2013,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2013,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2013,Nouvelle-Écosse,Diprion de Swaine,0
2013,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2013,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2014,Nouvelle-Écosse,Noctuelle décolorée,0
2014,Nouvelle-Écosse,Diprion du sapin,0
2014,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2014,Nouvelle-Écosse,Arpenteuse de Bruce,0
2014,Nouvelle-Écosse,Livrée des forêts,0
2014,Nouvelle-Écosse,Arpenteuse de la pruche,0
2014,Nouvelle-Écosse,Tordeuse du pin gris,0
2014,Nouvelle-Écosse,Tordeuse du tremble,0
2014,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2014,Nouvelle-Écosse,Spongieuse,0
2014,Nouvelle-Écosse,"Dendroctone de l'épinette",533
2014,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2014,Nouvelle-Écosse,Diprion de Swaine,0
2014,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2014,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2015,Nouvelle-Écosse,Noctuelle décolorée,0
2015,Nouvelle-Écosse,Diprion du sapin,0
2015,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2015,Nouvelle-Écosse,Arpenteuse de Bruce,0
2015,Nouvelle-Écosse,Livrée des forêts,0
2015,Nouvelle-Écosse,Arpenteuse de la pruche,0
2015,Nouvelle-Écosse,Tordeuse du pin gris,0
2015,Nouvelle-Écosse,Tordeuse du tremble,0
2015,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2015,Nouvelle-Écosse,Spongieuse,0
2015,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2015,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2015,Nouvelle-Écosse,Diprion de Swaine,0
2015,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2015,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2016,Nouvelle-Écosse,Noctuelle décolorée,0
2016,Nouvelle-Écosse,Diprion du sapin,0
2016,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2016,Nouvelle-Écosse,Arpenteuse de Bruce,0
2016,Nouvelle-Écosse,Livrée des forêts,0
2016,Nouvelle-Écosse,Arpenteuse de la pruche,0
2016,Nouvelle-Écosse,Tordeuse du pin gris,0
2016,Nouvelle-Écosse,Tordeuse du tremble,0
2016,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2016,Nouvelle-Écosse,Spongieuse,0
2016,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2016,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2016,Nouvelle-Écosse,Diprion de Swaine,0
2016,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2016,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2017,Nouvelle-Écosse,Noctuelle décolorée,0
2017,Nouvelle-Écosse,Diprion du sapin,0
2017,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2017,Nouvelle-Écosse,Arpenteuse de Bruce,0
2017,Nouvelle-Écosse,Livrée des forêts,0
2017,Nouvelle-Écosse,Arpenteuse de la pruche,0
2017,Nouvelle-Écosse,Tordeuse du pin gris,0
2017,Nouvelle-Écosse,Tordeuse du tremble,0
2017,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2017,Nouvelle-Écosse,Spongieuse,0
2017,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2017,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2017,Nouvelle-Écosse,Diprion de Swaine,0
2017,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2017,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2018,Nouvelle-Écosse,Noctuelle décolorée,0
2018,Nouvelle-Écosse,Diprion du sapin,0
2018,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2018,Nouvelle-Écosse,Arpenteuse de Bruce,0
2018,Nouvelle-Écosse,Livrée des forêts,0
2018,Nouvelle-Écosse,Arpenteuse de la pruche,0
2018,Nouvelle-Écosse,Tordeuse du pin gris,0
2018,Nouvelle-Écosse,Tordeuse du tremble,0
2018,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2018,Nouvelle-Écosse,Spongieuse,0
2018,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2018,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2018,Nouvelle-Écosse,Diprion de Swaine,0
2018,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2018,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2019,Nouvelle-Écosse,Noctuelle décolorée,0
2019,Nouvelle-Écosse,Diprion du sapin,0
2019,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2019,Nouvelle-Écosse,Arpenteuse de Bruce,0
2019,Nouvelle-Écosse,Livrée des forêts,0
2019,Nouvelle-Écosse,Arpenteuse de la pruche,0
2019,Nouvelle-Écosse,Tordeuse du pin gris,0
2019,Nouvelle-Écosse,Tordeuse du tremble,0
2019,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2019,Nouvelle-Écosse,Spongieuse,0
2019,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2019,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2019,Nouvelle-Écosse,Diprion de Swaine,0
2019,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2019,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2020,Nouvelle-Écosse,Noctuelle décolorée,0
2020,Nouvelle-Écosse,Diprion du sapin,0
2020,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2020,Nouvelle-Écosse,Arpenteuse de Bruce,0
2020,Nouvelle-Écosse,Livrée des forêts,0
2020,Nouvelle-Écosse,Arpenteuse de la pruche,0
2020,Nouvelle-Écosse,Tordeuse du pin gris,0
2020,Nouvelle-Écosse,Tordeuse du tremble,0
2020,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2020,Nouvelle-Écosse,Spongieuse,0
2020,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2020,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2020,Nouvelle-Écosse,Diprion de Swaine,0
2020,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2020,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2021,Nouvelle-Écosse,Noctuelle décolorée,0
2021,Nouvelle-Écosse,Diprion du sapin,0
2021,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2021,Nouvelle-Écosse,Arpenteuse de Bruce,0
2021,Nouvelle-Écosse,Livrée des forêts,0
2021,Nouvelle-Écosse,Arpenteuse de la pruche,0
2021,Nouvelle-Écosse,Tordeuse du pin gris,0
2021,Nouvelle-Écosse,Tordeuse du tremble,0
2021,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2021,Nouvelle-Écosse,Spongieuse,0
2021,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2021,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2021,Nouvelle-Écosse,Diprion de Swaine,0
2021,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2021,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2022,Nouvelle-Écosse,Noctuelle décolorée,0
2022,Nouvelle-Écosse,Diprion du sapin,0
2022,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2022,Nouvelle-Écosse,Arpenteuse de Bruce,0
2022,Nouvelle-Écosse,Livrée des forêts,0
2022,Nouvelle-Écosse,Arpenteuse de la pruche,0
2022,Nouvelle-Écosse,Tordeuse du pin gris,0
2022,Nouvelle-Écosse,Tordeuse du tremble,0
2022,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2022,Nouvelle-Écosse,Spongieuse,0
2022,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2022,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2022,Nouvelle-Écosse,Diprion de Swaine,0
2022,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2022,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2023,Nouvelle-Écosse,Noctuelle décolorée,0
2023,Nouvelle-Écosse,Diprion du sapin,0
2023,Nouvelle-Écosse,"Tordeuse à tête noire de l'Ouest",0
2023,Nouvelle-Écosse,Arpenteuse de Bruce,0
2023,Nouvelle-Écosse,Livrée des forêts,0
2023,Nouvelle-Écosse,Arpenteuse de la pruche,0
2023,Nouvelle-Écosse,Tordeuse du pin gris,0
2023,Nouvelle-Écosse,Tordeuse du tremble,0
2023,Nouvelle-Écosse,Dendroctone du pin ponderosa,0
2023,Nouvelle-Écosse,Spongieuse,0
2023,Nouvelle-Écosse,"Dendroctone de l'épinette",0
2023,Nouvelle-Écosse,"Tordeuse des bourgeons de l'épinette",0
2023,Nouvelle-Écosse,Diprion de Swaine,0
2023,Nouvelle-Écosse,Tordeuse bisannuelle de l’épinette,0
2023,Nouvelle-Écosse,"Tordeuse occidentale de l'épinette",0
2010,Ontario,Noctuelle décolorée,92
2010,Ontario,Diprion du sapin,0
2010,Ontario,"Tordeuse à tête noire de l'Ouest",0
2010,Ontario,Arpenteuse de Bruce,0
2010,Ontario,Livrée des forêts,60424
2010,Ontario,Arpenteuse de la pruche,0
2010,Ontario,Tordeuse du pin gris,44968
2010,Ontario,Tordeuse du tremble,15594
2010,Ontario,Dendroctone du pin ponderosa,0
2010,Ontario,Spongieuse,0
2010,Ontario,"Dendroctone de l'épinette",0
2010,Ontario,"Tordeuse des bourgeons de l'épinette",412320
2010,Ontario,Diprion de Swaine,0
2010,Ontario,Tordeuse bisannuelle de l’épinette,0
2010,Ontario,"Tordeuse occidentale de l'épinette",0
2011,Ontario,Noctuelle décolorée,1482
2011,Ontario,Diprion du sapin,0
2011,Ontario,"Tordeuse à tête noire de l'Ouest",0
2011,Ontario,Arpenteuse de Bruce,0
2011,Ontario,Livrée des forêts,54623
2011,Ontario,Arpenteuse de la pruche,0
2011,Ontario,Tordeuse du pin gris,27765
2011,Ontario,Tordeuse du tremble,12595
2011,Ontario,Dendroctone du pin ponderosa,0
2011,Ontario,Spongieuse,0
2011,Ontario,"Dendroctone de l'épinette",0
2011,Ontario,"Tordeuse des bourgeons de l'épinette",242921
2011,Ontario,Diprion de Swaine,0
2011,Ontario,Tordeuse bisannuelle de l’épinette,0
2011,Ontario,"Tordeuse occidentale de l'épinette",0
2012,Ontario,Noctuelle décolorée,174655
2012,Ontario,Diprion du sapin,0
2012,Ontario,"Tordeuse à tête noire de l'Ouest",0
2012,Ontario,Arpenteuse de Bruce,0
2012,Ontario,Livrée des forêts,27716
2012,Ontario,Arpenteuse de la pruche,0
2012,Ontario,Tordeuse du pin gris,61018
2012,Ontario,Tordeuse du tremble,3521
2012,Ontario,Dendroctone du pin ponderosa,0
2012,Ontario,Spongieuse,8123
2012,Ontario,"Dendroctone de l'épinette",0
2012,Ontario,"Tordeuse des bourgeons de l'épinette",99797
2012,Ontario,Diprion de Swaine,0
2012,Ontario,Tordeuse bisannuelle de l’épinette,0
2012,Ontario,"Tordeuse occidentale de l'épinette",0
2013,Ontario,Noctuelle décolorée,22450
2013,Ontario,Diprion du sapin,0
2013,Ontario,"Tordeuse à tête noire de l'Ouest",0
2013,Ontario,Arpenteuse de Bruce,0
2013,Ontario,Livrée des forêts,195626
2013,Ontario,Arpenteuse de la pruche,0
2013,Ontario,Tordeuse du pin gris,91865
2013,Ontario,Tordeuse du tremble,0
2013,Ontario,Dendroctone du pin ponderosa,0
2013,Ontario,Spongieuse,8451
2013,Ontario,"Dendroctone de l'épinette",0
2013,Ontario,"Tordeuse des bourgeons de l'épinette",348
2013,Ontario,Diprion de Swaine,0
2013,Ontario,Tordeuse bisannuelle de l’épinette,0
2013,Ontario,"Tordeuse occidentale de l'épinette",0
2014,Ontario,Noctuelle décolorée,749
2014,Ontario,Diprion du sapin,0
2014,Ontario,"Tordeuse à tête noire de l'Ouest",0
2014,Ontario,Arpenteuse de Bruce,0
2014,Ontario,Livrée des forêts,468866
2014,Ontario,Arpenteuse de la pruche,0
2014,Ontario,Tordeuse du pin gris,22010
2014,Ontario,Tordeuse du tremble,0
2014,Ontario,Dendroctone du pin ponderosa,0
2014,Ontario,Spongieuse,23335
2014,Ontario,"Dendroctone de l'épinette",0
2014,Ontario,"Tordeuse des bourgeons de l'épinette",30317
2014,Ontario,Diprion de Swaine,0
2014,Ontario,Tordeuse bisannuelle de l’épinette,0
2014,Ontario,"Tordeuse occidentale de l'épinette",0
2015,Ontario,Noctuelle décolorée,0
2015,Ontario,Diprion du sapin,0
2015,Ontario,"Tordeuse à tête noire de l'Ouest",0
2015,Ontario,Arpenteuse de Bruce,0
2015,Ontario,Livrée des forêts,682985
2015,Ontario,Arpenteuse de la pruche,0
2015,Ontario,Tordeuse du pin gris,21349
2015,Ontario,Tordeuse du tremble,0
2015,Ontario,Dendroctone du pin ponderosa,0
2015,Ontario,Spongieuse,2529
2015,Ontario,"Dendroctone de l'épinette",0
2015,Ontario,"Tordeuse des bourgeons de l'épinette",149310
2015,Ontario,Diprion de Swaine,0
2015,Ontario,Tordeuse bisannuelle de l’épinette,0
2015,Ontario,"Tordeuse occidentale de l'épinette",0
2016,Ontario,Noctuelle décolorée,0
2016,Ontario,Diprion du sapin,591
2016,Ontario,"Tordeuse à tête noire de l'Ouest",0
2016,Ontario,Arpenteuse de Bruce,0
2016,Ontario,Livrée des forêts,1123591
2016,Ontario,Arpenteuse de la pruche,0
2016,Ontario,Tordeuse du pin gris,5086
2016,Ontario,Tordeuse du tremble,22586
2016,Ontario,Dendroctone du pin ponderosa,0
2016,Ontario,Spongieuse,0
2016,Ontario,"Dendroctone de l'épinette",0
2016,Ontario,"Tordeuse des bourgeons de l'épinette",119462
2016,Ontario,Diprion de Swaine,0
2016,Ontario,Tordeuse bisannuelle de l’épinette,0
2016,Ontario,"Tordeuse occidentale de l'épinette",0
2017,Ontario,Noctuelle décolorée,0
2017,Ontario,Diprion du sapin,270
2017,Ontario,"Tordeuse à tête noire de l'Ouest",0
2017,Ontario,Arpenteuse de Bruce,0
2017,Ontario,Livrée des forêts,2348545
2017,Ontario,Arpenteuse de la pruche,0
2017,Ontario,Tordeuse du pin gris,100510
2017,Ontario,Tordeuse du tremble,96629
2017,Ontario,Dendroctone du pin ponderosa,0
2017,Ontario,Spongieuse,21712
2017,Ontario,"Dendroctone de l'épinette",0
2017,Ontario,"Tordeuse des bourgeons de l'épinette",147546
2017,Ontario,Diprion de Swaine,0
2017,Ontario,Tordeuse bisannuelle de l’épinette,0
2017,Ontario,"Tordeuse occidentale de l'épinette",0
2018,Ontario,Noctuelle décolorée,0
2018,Ontario,Diprion du sapin,31
2018,Ontario,"Tordeuse à tête noire de l'Ouest",0
2018,Ontario,Arpenteuse de Bruce,0
2018,Ontario,Livrée des forêts,1004373
2018,Ontario,Arpenteuse de la pruche,0
2018,Ontario,Tordeuse du pin gris,625955
2018,Ontario,Tordeuse du tremble,39270
2018,Ontario,Dendroctone du pin ponderosa,0
2018,Ontario,Spongieuse,14930
2018,Ontario,"Dendroctone de l'épinette",0
2018,Ontario,"Tordeuse des bourgeons de l'épinette",136410
2018,Ontario,Diprion de Swaine,0
2018,Ontario,Tordeuse bisannuelle de l’épinette,0
2018,Ontario,"Tordeuse occidentale de l'épinette",0
2019,Ontario,Noctuelle décolorée,0
2019,Ontario,Diprion du sapin,25
2019,Ontario,"Tordeuse à tête noire de l'Ouest",0
2019,Ontario,Arpenteuse de Bruce,0
2019,Ontario,Livrée des forêts,35027
2019,Ontario,Arpenteuse de la pruche,0
2019,Ontario,Tordeuse du pin gris,1029916
2019,Ontario,Tordeuse du tremble,17855
2019,Ontario,Dendroctone du pin ponderosa,0
2019,Ontario,Spongieuse,47431
2019,Ontario,"Dendroctone de l'épinette",0
2019,Ontario,"Tordeuse des bourgeons de l'épinette",343426
2019,Ontario,Diprion de Swaine,0
2019,Ontario,Tordeuse bisannuelle de l’épinette,0
2019,Ontario,"Tordeuse occidentale de l'épinette",0
2020,Ontario,Noctuelle décolorée,0
2020,Ontario,Diprion du sapin,0
2020,Ontario,"Tordeuse à tête noire de l'Ouest",0
2020,Ontario,Arpenteuse de Bruce,0
2020,Ontario,Livrée des forêts,0
2020,Ontario,Arpenteuse de la pruche,0
2020,Ontario,Tordeuse du pin gris,1060000
2020,Ontario,Tordeuse du tremble,22642
2020,Ontario,Dendroctone du pin ponderosa,0
2020,Ontario,Spongieuse,583158
2020,Ontario,"Dendroctone de l'épinette",0
2020,Ontario,"Tordeuse des bourgeons de l'épinette",447730
2020,Ontario,Diprion de Swaine,0
2020,Ontario,Tordeuse bisannuelle de l’épinette,0
2020,Ontario,"Tordeuse occidentale de l'épinette",0
2021,Ontario,Noctuelle décolorée,0
2021,Ontario,Diprion du sapin,0
2021,Ontario,"Tordeuse à tête noire de l'Ouest",0
2021,Ontario,Arpenteuse de Bruce,0
2021,Ontario,Livrée des forêts,36727
2021,Ontario,Arpenteuse de la pruche,0
2021,Ontario,Tordeuse du pin gris,345389
2021,Ontario,Tordeuse du tremble,5457
2021,Ontario,Dendroctone du pin ponderosa,0
2021,Ontario,Spongieuse,1780000
2021,Ontario,"Dendroctone de l'épinette",0
2021,Ontario,"Tordeuse des bourgeons de l'épinette",1330000
2021,Ontario,Diprion de Swaine,0
2021,Ontario,Tordeuse bisannuelle de l’épinette,0
2021,Ontario,"Tordeuse occidentale de l'épinette",0
2022,Ontario,Noctuelle décolorée,0
2022,Ontario,Diprion du sapin,0
2022,Ontario,"Tordeuse à tête noire de l'Ouest",0
2022,Ontario,Arpenteuse de Bruce,0
2022,Ontario,Livrée des forêts,259997
2022,Ontario,Arpenteuse de la pruche,0
2022,Ontario,Tordeuse du pin gris,133472
2022,Ontario,Tordeuse du tremble,2308
2022,Ontario,Dendroctone du pin ponderosa,0
2022,Ontario,Spongieuse,57078
2022,Ontario,"Dendroctone de l'épinette",0
2022,Ontario,"Tordeuse des bourgeons de l'épinette",2040000
2022,Ontario,Diprion de Swaine,0
2022,Ontario,Tordeuse bisannuelle de l’épinette,0
2022,Ontario,"Tordeuse occidentale de l'épinette",0
2023,Ontario,Noctuelle décolorée,0
2023,Ontario,Diprion du sapin,0
2023,Ontario,"Tordeuse à tête noire de l'Ouest",0
2023,Ontario,Arpenteuse de Bruce,0
2023,Ontario,Livrée des forêts,404714
2023,Ontario,Arpenteuse de la pruche,0
2023,Ontario,Tordeuse du pin gris,61431
2023,Ontario,Tordeuse du tremble,0
2023,Ontario,Dendroctone du pin ponderosa,0
2023,Ontario,Spongieuse,2542
2023,Ontario,"Dendroctone de l'épinette",0
2023,Ontario,"Tordeuse des bourgeons de l'épinette",1990000
2023,Ontario,Diprion de Swaine,0
2023,Ontario,Tordeuse bisannuelle de l’épinette,0
2023,Ontario,"Tordeuse occidentale de l'épinette",0
2010,Île-du-Prince-Édouard,Noctuelle décolorée,0
2010,Île-du-Prince-Édouard,Diprion du sapin,0
2010,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2010,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2010,Île-du-Prince-Édouard,Livrée des forêts,0
2010,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2010,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2010,Île-du-Prince-Édouard,Tordeuse du tremble,0
2010,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2010,Île-du-Prince-Édouard,Spongieuse,0
2010,Île-du-Prince-Édouard,"Dendroctone de l'épinette",0
2010,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2010,Île-du-Prince-Édouard,Diprion de Swaine,0
2010,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2010,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2011,Île-du-Prince-Édouard,Noctuelle décolorée,0
2011,Île-du-Prince-Édouard,Diprion du sapin,0
2011,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2011,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2011,Île-du-Prince-Édouard,Livrée des forêts,0
2011,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2011,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2011,Île-du-Prince-Édouard,Tordeuse du tremble,0
2011,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2011,Île-du-Prince-Édouard,Spongieuse,0
2011,Île-du-Prince-Édouard,"Dendroctone de l'épinette",0
2011,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2011,Île-du-Prince-Édouard,Diprion de Swaine,0
2011,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2011,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2012,Île-du-Prince-Édouard,Noctuelle décolorée,0
2012,Île-du-Prince-Édouard,Diprion du sapin,0
2012,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2012,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2012,Île-du-Prince-Édouard,Livrée des forêts,0
2012,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2012,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2012,Île-du-Prince-Édouard,Tordeuse du tremble,0
2012,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2012,Île-du-Prince-Édouard,Spongieuse,5
2012,Île-du-Prince-Édouard,"Dendroctone de l'épinette",50
2012,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2012,Île-du-Prince-Édouard,Diprion de Swaine,0
2012,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2012,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2013,Île-du-Prince-Édouard,Noctuelle décolorée,0
2013,Île-du-Prince-Édouard,Diprion du sapin,0
2013,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2013,Île-du-Prince-Édouard,Arpenteuse de Bruce,5
2013,Île-du-Prince-Édouard,Livrée des forêts,0
2013,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2013,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2013,Île-du-Prince-Édouard,Tordeuse du tremble,0
2013,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2013,Île-du-Prince-Édouard,Spongieuse,1
2013,Île-du-Prince-Édouard,"Dendroctone de l'épinette",60
2013,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2013,Île-du-Prince-Édouard,Diprion de Swaine,0
2013,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2013,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2014,Île-du-Prince-Édouard,Noctuelle décolorée,0
2014,Île-du-Prince-Édouard,Diprion du sapin,0
2014,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2014,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2014,Île-du-Prince-Édouard,Livrée des forêts,0
2014,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2014,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2014,Île-du-Prince-Édouard,Tordeuse du tremble,0
2014,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2014,Île-du-Prince-Édouard,Spongieuse,0
2014,Île-du-Prince-Édouard,"Dendroctone de l'épinette",50
2014,Île-du-Prince-Édouard,"Tordeuse des bourgeons de l'épinette",0
2014,Île-du-Prince-Édouard,Diprion de Swaine,0
2014,Île-du-Prince-Édouard,Tordeuse bisannuelle de l’épinette,0
2014,Île-du-Prince-Édouard,"Tordeuse occidentale de l'épinette",0
2015,Île-du-Prince-Édouard,Noctuelle décolorée,0
2015,Île-du-Prince-Édouard,Diprion du sapin,0
2015,Île-du-Prince-Édouard,"Tordeuse à tête noire de l'Ouest",0
2015,Île-du-Prince-Édouard,Arpenteuse de Bruce,0
2015,Île-du-Prince-Édouard,Livrée des forêts,0
2015,Île-du-Prince-Édouard,Arpenteuse de la pruche,0
2015,Île-du-Prince-Édouard,Tordeuse du pin gris,0
2015,Île-du-Prince-Édouard,Tordeuse du tremble,0
2015,Île-du-Prince-Édouard,Dendroctone du pin ponderosa,0
2015,Île-du-Prince-Édouard,Spongieuse,0
