Year,Jurisdiction,Insect species,Defoliated area (hectares)
2010,Prince Edward Island,Hemlock looper,0
2010,Prince Edward Island,Jack pine budworm,0
2010,Prince Edward Island,Large aspen tortrix,0
2010,Prince Edward Island,Mountain pine beetle,0
2010,Prince Edward Island,Spongy moth,0
2010,Prince Edward Island,Spruce beetle,0
2010,Prince Edward Island,Spruce budworm,0
2010,Prince Edward Island,Swaine jack pine sawfly,0
2010,Prince Edward Island,Two-year-cycle spruce budworm,0
2010,Prince Edward Island,Western spruce budworm,0
2011,Prince Edward Island,Aspen twoleaf tier,0
2011,Prince Edward Island,Balsam fir sawfly,0
2011,Prince Edward Island,Blackheaded budworm,0
2011,Prince Edward Island,Bruce spanworm,0
2011,Prince Edward Island,Forest tent caterpillar,0
2011,Prince Edward Island,Hemlock looper,0
2011,Prince Edward Island,Jack pine budworm,0
2011,Prince Edward Island,Large aspen tortrix,0
2011,Prince Edward Island,Mountain pine beetle,0
2011,Prince Edward Island,Spongy moth,0
2011,Prince Edward Island,Spruce beetle,0
2011,Prince Edward Island,Spruce budworm,0
2011,Prince Edward Island,Swaine jack pine sawfly,0
2011,Prince Edward Island,Two-year-cycle spruce budworm,0
2011,Prince Edward Island,Western spruce budworm,0
2012,Prince Edward Island,Aspen twoleaf tier,0
2012,Prince Edward Island,Balsam fir sawfly,0
2012,Prince Edward Island,Blackheaded budworm,0
2012,Prince Edward Island,Bruce spanworm,0
2012,Prince Edward Island,Forest tent caterpillar,0
2012,Prince Edward Island,Hemlock looper,0
2012,Prince Edward Island,Jack pine budworm,0
2012,Prince Edward Island,Large aspen tortrix,0
2012,Prince Edward Island,Mountain pine beetle,0
2012,Prince Edward Island,Spongy moth,5
2012,Prince Edward Island,Spruce beetle,50
2012,Prince Edward Island,Spruce budworm,0
2012,Prince Edward Island,Swaine jack pine sawfly,0
2012,Prince Edward Island,Two-year-cycle spruce budworm,0
2012,Prince Edward Island,Western spruce budworm,0
2013,Prince Edward Island,Aspen twoleaf tier,0
2013,Prince Edward Island,Balsam fir sawfly,0
2013,Prince Edward Island,Blackheaded budworm,0
2013,Prince Edward Island,Bruce spanworm,5
2013,Prince Edward Island,Forest tent caterpillar,0
2013,Prince Edward Island,Hemlock looper,0
2013,Prince Edward Island,Jack pine budworm,0
2013,Prince Edward Island,Large aspen tortrix,0
2013,Prince Edward Island,Mountain pine beetle,0
2013,Prince Edward Island,Spongy moth,1
2013,Prince Edward Island,Spruce beetle,60
2013,Prince Edward Island,Spruce budworm,0
2013,Prince Edward Island,Swaine jack pine sawfly,0
2013,Prince Edward Island,Two-year-cycle spruce budworm,0
2013,Prince Edward Island,Western spruce budworm,0
2014,Prince Edward Island,Aspen twoleaf tier,0
2014,Prince Edward Island,Balsam fir sawfly,0
2014,Prince Edward Island,Blackheaded budworm,0
2014,Prince Edward Island,Bruce spanworm,0
2014,Prince Edward Island,Forest tent caterpillar,0
2014,Prince Edward Island,Hemlock looper,0
2014,Prince Edward Island,Jack pine budworm,0
2014,Prince Edward Island,Large aspen tortrix,0
2014,Prince Edward Island,Mountain pine beetle,0
2014,Prince Edward Island,Spongy moth,0
2014,Prince Edward Island,Spruce beetle,50
2014,Prince Edward Island,Spruce budworm,0
2014,Prince Edward Island,Swaine jack pine sawfly,0
2014,Prince Edward Island,Two-year-cycle spruce budworm,0
2014,Prince Edward Island,Western spruce budworm,0
2015,Prince Edward Island,Aspen twoleaf tier,0
2015,Prince Edward Island,Balsam fir sawfly,0
2015,Prince Edward Island,Blackheaded budworm,0
2015,Prince Edward Island,Bruce spanworm,0
2015,Prince Edward Island,Forest tent caterpillar,0
2015,Prince Edward Island,Hemlock looper,0
2015,Prince Edward Island,Jack pine budworm,0
2015,Prince Edward Island,Large aspen tortrix,0
2015,Prince Edward Island,Mountain pine beetle,0
2015,Prince Edward Island,Spongy moth,0
2015,Prince Edward Island,Spruce beetle,50
2015,Prince Edward Island,Spruce budworm,0
2015,Prince Edward Island,Swaine jack pine sawfly,0
2015,Prince Edward Island,Two-year-cycle spruce budworm,0
2015,Prince Edward Island,Western spruce budworm,0
2016,Prince Edward Island,Aspen twoleaf tier,0
2016,Prince Edward Island,Balsam fir sawfly,0
2016,Prince Edward Island,Blackheaded budworm,2
2016,Prince Edward Island,Bruce spanworm,0
2016,Prince Edward Island,Forest tent caterpillar,0
2016,Prince Edward Island,Hemlock looper,0
2016,Prince Edward Island,Jack pine budworm,0
2016,Prince Edward Island,Large aspen tortrix,0
2016,Prince Edward Island,Mountain pine beetle,0
2016,Prince Edward Island,Spongy moth,0
2016,Prince Edward Island,Spruce beetle,10
2016,Prince Edward Island,Spruce budworm,0
2016,Prince Edward Island,Swaine jack pine sawfly,0
2016,Prince Edward Island,Two-year-cycle spruce budworm,0
2016,Prince Edward Island,Western spruce budworm,0
2017,Prince Edward Island,Aspen twoleaf tier,0
2017,Prince Edward Island,Balsam fir sawfly,0
2017,Prince Edward Island,Blackheaded budworm,0
2017,Prince Edward Island,Bruce spanworm,0
2017,Prince Edward Island,Forest tent caterpillar,0
2017,Prince Edward Island,Hemlock looper,0
2017,Prince Edward Island,Jack pine budworm,0
2017,Prince Edward Island,Large aspen tortrix,0
2017,Prince Edward Island,Mountain pine beetle,0
2017,Prince Edward Island,Spongy moth,2
2017,Prince Edward Island,Spruce beetle,10
2017,Prince Edward Island,Spruce budworm,0
2017,Prince Edward Island,Swaine jack pine sawfly,0
2017,Prince Edward Island,Two-year-cycle spruce budworm,0
2017,Prince Edward Island,Western spruce budworm,0
2018,Prince Edward Island,Aspen twoleaf tier,0
2018,Prince Edward Island,Balsam fir sawfly,0
2018,Prince Edward Island,Blackheaded budworm,0
2018,Prince Edward Island,Bruce spanworm,0
2018,Prince Edward Island,Forest tent caterpillar,0
2018,Prince Edward Island,Hemlock looper,0
2018,Prince Edward Island,Jack pine budworm,0
2018,Prince Edward Island,Large aspen tortrix,0
2018,Prince Edward Island,Mountain pine beetle,0
2018,Prince Edward Island,Spongy moth,2
2018,Prince Edward Island,Spruce beetle,5
2018,Prince Edward Island,Spruce budworm,0
2018,Prince Edward Island,Swaine jack pine sawfly,0
2018,Prince Edward Island,Two-year-cycle spruce budworm,0
2018,Prince Edward Island,Western spruce budworm,0
2019,Prince Edward Island,Aspen twoleaf tier,0
2019,Prince Edward Island,Balsam fir sawfly,0
2019,Prince Edward Island,Blackheaded budworm,0
2019,Prince Edward Island,Bruce spanworm,0
2019,Prince Edward Island,Forest tent caterpillar,0
2019,Prince Edward Island,Hemlock looper,0
2019,Prince Edward Island,Jack pine budworm,0
2019,Prince Edward Island,Large aspen tortrix,0
2019,Prince Edward Island,Mountain pine beetle,0
2019,Prince Edward Island,Spongy moth,2
2019,Prince Edward Island,Spruce beetle,5
2019,Prince Edward Island,Spruce budworm,0
2019,Prince Edward Island,Swaine jack pine sawfly,0
2019,Prince Edward Island,Two-year-cycle spruce budworm,0
2019,Prince Edward Island,Western spruce budworm,0
2020,Prince Edward Island,Aspen twoleaf tier,0
2020,Prince Edward Island,Balsam fir sawfly,0
2020,Prince Edward Island,Blackheaded budworm,0
2020,Prince Edward Island,Bruce spanworm,0
2020,Prince Edward Island,Forest tent caterpillar,0
2020,Prince Edward Island,Hemlock looper,0
2020,Prince Edward Island,Jack pine budworm,0
2020,Prince Edward Island,Large aspen tortrix,0
2020,Prince Edward Island,Mountain pine beetle,0
2020,Prince Edward Island,Spongy moth,0
2020,Prince Edward Island,Spruce beetle,0
2020,Prince Edward Island,Spruce budworm,0
2020,Prince Edward Island,Swaine jack pine sawfly,0
2020,Prince Edward Island,Two-year-cycle spruce budworm,0
2020,Prince Edward Island,Western spruce budworm,0
2021,Prince Edward Island,Aspen twoleaf tier,0
2021,Prince Edward Island,Balsam fir sawfly,0
2021,Prince Edward Island,Blackheaded budworm,0
2021,Prince Edward Island,Bruce spanworm,0
2021,Prince Edward Island,Forest tent caterpillar,0
2021,Prince Edward Island,Hemlock looper,0
2021,Prince Edward Island,Jack pine budworm,0
2021,Prince Edward Island,Large aspen tortrix,0
2021,Prince Edward Island,Mountain pine beetle,0
2021,Prince Edward Island,Spongy moth,0
2021,Prince Edward Island,Spruce beetle,0
2021,Prince Edward Island,Spruce budworm,0
2021,Prince Edward Island,Swaine jack pine sawfly,0
2021,Prince Edward Island,Two-year-cycle spruce budworm,0
2021,Prince Edward Island,Western spruce budworm,0
2022,Prince Edward Island,Aspen twoleaf tier,0
2022,Prince Edward Island,Balsam fir sawfly,0
2022,Prince Edward Island,Blackheaded budworm,0
2022,Prince Edward Island,Bruce spanworm,0
2022,Prince Edward Island,Forest tent caterpillar,0
2022,Prince Edward Island,Hemlock looper,0
2022,Prince Edward Island,Jack pine budworm,0
2022,Prince Edward Island,Large aspen tortrix,0
2022,Prince Edward Island,Mountain pine beetle,0
2022,Prince Edward Island,Spongy moth,0
2022,Prince Edward Island,Spruce beetle,0
2022,Prince Edward Island,Spruce budworm,0
2022,Prince Edward Island,Swaine jack pine sawfly,0
2022,Prince Edward Island,Two-year-cycle spruce budworm,0
2022,Prince Edward Island,Western spruce budworm,0
2023,Prince Edward Island,Aspen twoleaf tier,0
2023,Prince Edward Island,Balsam fir sawfly,0
2023,Prince Edward Island,Blackheaded budworm,0
2023,Prince Edward Island,Bruce spanworm,0
2023,Prince Edward Island,Forest tent caterpillar,0
2023,Prince Edward Island,Hemlock looper,0
2023,Prince Edward Island,Jack pine budworm,0
2023,Prince Edward Island,Large aspen tortrix,0
2023,Prince Edward Island,Mountain pine beetle,0
2023,Prince Edward Island,Spongy moth,0
2023,Prince Edward Island,Spruce beetle,0
2023,Prince Edward Island,Spruce budworm,1
2023,Prince Edward Island,Swaine jack pine sawfly,0
2023,Prince Edward Island,Two-year-cycle spruce budworm,0
2023,Prince Edward Island,Western spruce budworm,0
2010,Quebec,Aspen twoleaf tier,0
2010,Quebec,Balsam fir sawfly,0
2010,Quebec,Blackheaded budworm,0
2010,Quebec,Bruce spanworm,0
2010,Quebec,Forest tent caterpillar,4201
2010,Quebec,Hemlock looper,12920
2010,Quebec,Jack pine budworm,0
2010,Quebec,Large aspen tortrix,0
2010,Quebec,Mountain pine beetle,0
2010,Quebec,Spongy moth,0
2010,Quebec,Spruce beetle,0
2010,Quebec,Spruce budworm,560642
2010,Quebec,Swaine jack pine sawfly,0
2010,Quebec,Two-year-cycle spruce budworm,0
2010,Quebec,Western spruce budworm,0
2011,Quebec,Aspen twoleaf tier,0
2011,Quebec,Balsam fir sawfly,0
2011,Quebec,Blackheaded budworm,0
2011,Quebec,Bruce spanworm,0
2011,Quebec,Forest tent caterpillar,0
2011,Quebec,Hemlock looper,13106
2011,Quebec,Jack pine budworm,0
2011,Quebec,Large aspen tortrix,0
2011,Quebec,Mountain pine beetle,0
2011,Quebec,Spongy moth,0
2011,Quebec,Spruce beetle,0
2011,Quebec,Spruce budworm,1057677
2011,Quebec,Swaine jack pine sawfly,787
2011,Quebec,Two-year-cycle spruce budworm,0
2011,Quebec,Western spruce budworm,0
2012,Quebec,Aspen twoleaf tier,0
2012,Quebec,Balsam fir sawfly,0
2012,Quebec,Blackheaded budworm,1400
2012,Quebec,Bruce spanworm,0
2012,Quebec,Forest tent caterpillar,0
2012,Quebec,Hemlock looper,5773
2012,Quebec,Jack pine budworm,0
2012,Quebec,Large aspen tortrix,0
2012,Quebec,Mountain pine beetle,0
2012,Quebec,Spongy moth,0
2012,Quebec,Spruce beetle,0
2012,Quebec,Spruce budworm,1537562
2012,Quebec,Swaine jack pine sawfly,0
2012,Quebec,Two-year-cycle spruce budworm,0
2012,Quebec,Western spruce budworm,0
2013,Quebec,Aspen twoleaf tier,0
2013,Quebec,Balsam fir sawfly,0
2013,Quebec,Blackheaded budworm,0
2013,Quebec,Bruce spanworm,0
2013,Quebec,Forest tent caterpillar,0
2013,Quebec,Hemlock looper,17025
2013,Quebec,Jack pine budworm,0
2013,Quebec,Large aspen tortrix,0
2013,Quebec,Mountain pine beetle,0
2013,Quebec,Spongy moth,0
2013,Quebec,Spruce beetle,0
2013,Quebec,Spruce budworm,2621520
2013,Quebec,Swaine jack pine sawfly,0
2013,Quebec,Two-year-cycle spruce budworm,0
2013,Quebec,Western spruce budworm,0
2014,Quebec,Aspen twoleaf tier,0
2014,Quebec,Balsam fir sawfly,0
2014,Quebec,Blackheaded budworm,0
2014,Quebec,Bruce spanworm,0
2014,Quebec,Forest tent caterpillar,918
2014,Quebec,Hemlock looper,14915
2014,Quebec,Jack pine budworm,0
2014,Quebec,Large aspen tortrix,0
2014,Quebec,Mountain pine beetle,0
2014,Quebec,Spongy moth,0
2014,Quebec,Spruce beetle,0
2014,Quebec,Spruce budworm,3381829
2014,Quebec,Swaine jack pine sawfly,0
2014,Quebec,Two-year-cycle spruce budworm,0
2014,Quebec,Western spruce budworm,0
2015,Quebec,Aspen twoleaf tier,0
2015,Quebec,Balsam fir sawfly,0
2015,Quebec,Blackheaded budworm,0
2015,Quebec,Bruce spanworm,0
2015,Quebec,Forest tent caterpillar,20968
2015,Quebec,Hemlock looper,6349
2015,Quebec,Jack pine budworm,0
2015,Quebec,Large aspen tortrix,0
2015,Quebec,Mountain pine beetle,0
2015,Quebec,Spongy moth,0
2015,Quebec,Spruce beetle,0
2015,Quebec,Spruce budworm,4824947
2015,Quebec,Swaine jack pine sawfly,0
2015,Quebec,Two-year-cycle spruce budworm,0
2015,Quebec,Western spruce budworm,0
2016,Quebec,Aspen twoleaf tier,0
2016,Quebec,Balsam fir sawfly,0
2016,Quebec,Blackheaded budworm,0
2016,Quebec,Bruce spanworm,0
2016,Quebec,Forest tent caterpillar,68527
2016,Quebec,Hemlock looper,0
2016,Quebec,Jack pine budworm,0
2016,Quebec,Large aspen tortrix,0
2016,Quebec,Mountain pine beetle,0
2016,Quebec,Spongy moth,0
2016,Quebec,Spruce beetle,0
2016,Quebec,Spruce budworm,4664658
2016,Quebec,Swaine jack pine sawfly,0
2016,Quebec,Two-year-cycle spruce budworm,0
2016,Quebec,Western spruce budworm,0
2017,Quebec,Aspen twoleaf tier,0
2017,Quebec,Balsam fir sawfly,0
2017,Quebec,Blackheaded budworm,0
2017,Quebec,Bruce spanworm,0
2017,Quebec,Forest tent caterpillar,212069
2017,Quebec,Hemlock looper,0
2017,Quebec,Jack pine budworm,0
2017,Quebec,Large aspen tortrix,0
2017,Quebec,Mountain pine beetle,0
2017,Quebec,Spongy moth,0
2017,Quebec,Spruce beetle,0
2017,Quebec,Spruce budworm,5105885
2017,Quebec,Swaine jack pine sawfly,0
2017,Quebec,Two-year-cycle spruce budworm,0
2017,Quebec,Western spruce budworm,0
2018,Quebec,Aspen twoleaf tier,0
2018,Quebec,Balsam fir sawfly,0
2018,Quebec,Blackheaded budworm,0
2018,Quebec,Bruce spanworm,0
2018,Quebec,Forest tent caterpillar,118491
2018,Quebec,Hemlock looper,0
2018,Quebec,Jack pine budworm,0
2018,Quebec,Large aspen tortrix,0
2018,Quebec,Mountain pine beetle,0
2018,Quebec,Spongy moth,0
2018,Quebec,Spruce beetle,0
2018,Quebec,Spruce budworm,5433302
2018,Quebec,Swaine jack pine sawfly,0
2018,Quebec,Two-year-cycle spruce budworm,0
2018,Quebec,Western spruce budworm,0
2019,Quebec,Aspen twoleaf tier,0
2019,Quebec,Balsam fir sawfly,0
2019,Quebec,Blackheaded budworm,0
2019,Quebec,Bruce spanworm,0
2019,Quebec,Forest tent caterpillar,0
2019,Quebec,Hemlock looper,0
2019,Quebec,Jack pine budworm,0
2019,Quebec,Large aspen tortrix,0
2019,Quebec,Mountain pine beetle,0
2019,Quebec,Spongy moth,0
2019,Quebec,Spruce beetle,0
2019,Quebec,Spruce budworm,4891885
2019,Quebec,Swaine jack pine sawfly,0
2019,Quebec,Two-year-cycle spruce budworm,0
2019,Quebec,Western spruce budworm,0
2020,Quebec,Aspen twoleaf tier,0
2020,Quebec,Balsam fir sawfly,0
2020,Quebec,Blackheaded budworm,0
2020,Quebec,Bruce spanworm,0
2020,Quebec,Forest tent caterpillar,0
2020,Quebec,Hemlock looper,0
2020,Quebec,Jack pine budworm,0
2020,Quebec,Large aspen tortrix,0
2020,Quebec,Mountain pine beetle,0
2020,Quebec,Spongy moth,0
2020,Quebec,Spruce beetle,0
2020,Quebec,Spruce budworm,6250000
2020,Quebec,Swaine jack pine sawfly,0
2020,Quebec,Two-year-cycle spruce budworm,0
2020,Quebec,Western spruce budworm,0
2021,Quebec,Aspen twoleaf tier,0
2021,Quebec,Balsam fir sawfly,0
2021,Quebec,Blackheaded budworm,0
2021,Quebec,Bruce spanworm,0
2021,Quebec,Forest tent caterpillar,0
2021,Quebec,Hemlock looper,0
2021,Quebec,Jack pine budworm,0
2021,Quebec,Large aspen tortrix,0
2021,Quebec,Mountain pine beetle,0
2021,Quebec,Spongy moth,0
2021,Quebec,Spruce beetle,0
2021,Quebec,Spruce budworm,2460000
2021,Quebec,Swaine jack pine sawfly,0
2021,Quebec,Two-year-cycle spruce budworm,0
2021,Quebec,Western spruce budworm,0
2022,Quebec,Aspen twoleaf tier,0
2022,Quebec,Balsam fir sawfly,0
2022,Quebec,Blackheaded budworm,0
2022,Quebec,Bruce spanworm,0
2022,Quebec,Forest tent caterpillar,0
2022,Quebec,Hemlock looper,0
2022,Quebec,Jack pine budworm,0
2022,Quebec,Large aspen tortrix,0
2022,Quebec,Mountain pine beetle,0
2022,Quebec,Spongy moth,0
2022,Quebec,Spruce beetle,0
2022,Quebec,Spruce budworm,3210000
2022,Quebec,Swaine jack pine sawfly,0
2022,Quebec,Two-year-cycle spruce budworm,0
2022,Quebec,Western spruce budworm,0
2023,Quebec,Aspen twoleaf tier,0
2023,Quebec,Balsam fir sawfly,0
2023,Quebec,Blackheaded budworm,0
2023,Quebec,Bruce spanworm,0
2023,Quebec,Forest tent caterpillar,0
2023,Quebec,Hemlock looper,0
2023,Quebec,Jack pine budworm,0
2023,Quebec,Large aspen tortrix,0
2023,Quebec,Mountain pine beetle,0
2023,Quebec,Spongy moth,0
2023,Quebec,Spruce beetle,0
2023,Quebec,Spruce budworm,3210000
2023,Quebec,Swaine jack pine sawfly,0
2023,Quebec,Two-year-cycle spruce budworm,0
2023,Quebec,Western spruce budworm,0
2010,Saskatchewan,Aspen twoleaf tier,0
2010,Saskatchewan,Balsam fir sawfly,0
2010,Saskatchewan,Blackheaded budworm,0
2010,Saskatchewan,Bruce spanworm,0
2010,Saskatchewan,Forest tent caterpillar,11066
2010,Saskatchewan,Hemlock looper,0
2010,Saskatchewan,Jack pine budworm,0
2010,Saskatchewan,Large aspen tortrix,0
2010,Saskatchewan,Mountain pine beetle,0
2010,Saskatchewan,Spongy moth,0
2010,Saskatchewan,Spruce beetle,0
2010,Saskatchewan,Spruce budworm,85466
2010,Saskatchewan,Swaine jack pine sawfly,0
2010,Saskatchewan,Two-year-cycle spruce budworm,0
2010,Saskatchewan,Western spruce budworm,0
2011,Saskatchewan,Aspen twoleaf tier,0
2011,Saskatchewan,Balsam fir sawfly,0
2011,Saskatchewan,Blackheaded budworm,0
2011,Saskatchewan,Bruce spanworm,0
2011,Saskatchewan,Forest tent caterpillar,0
2011,Saskatchewan,Hemlock looper,0
2011,Saskatchewan,Jack pine budworm,0
2011,Saskatchewan,Large aspen tortrix,24577
2011,Saskatchewan,Mountain pine beetle,0
2011,Saskatchewan,Spongy moth,0
2011,Saskatchewan,Spruce beetle,0
2011,Saskatchewan,Spruce budworm,92406
2011,Saskatchewan,Swaine jack pine sawfly,0
2011,Saskatchewan,Two-year-cycle spruce budworm,0
2011,Saskatchewan,Western spruce budworm,0
2012,Saskatchewan,Aspen twoleaf tier,0
2012,Saskatchewan,Balsam fir sawfly,0
2012,Saskatchewan,Blackheaded budworm,0
2012,Saskatchewan,Bruce spanworm,0
2012,Saskatchewan,Forest tent caterpillar,0
2012,Saskatchewan,Hemlock looper,0
2012,Saskatchewan,Jack pine budworm,0
2012,Saskatchewan,Large aspen tortrix,0
2012,Saskatchewan,Mountain pine beetle,0
2012,Saskatchewan,Spongy moth,0
2012,Saskatchewan,Spruce beetle,0
2012,Saskatchewan,Spruce budworm,31221
2012,Saskatchewan,Swaine jack pine sawfly,0
2012,Saskatchewan,Two-year-cycle spruce budworm,0
2012,Saskatchewan,Western spruce budworm,0
2013,Saskatchewan,Aspen twoleaf tier,0
2013,Saskatchewan,Balsam fir sawfly,0
2013,Saskatchewan,Blackheaded budworm,0
2013,Saskatchewan,Bruce spanworm,0
2013,Saskatchewan,Forest tent caterpillar,0
2013,Saskatchewan,Hemlock looper,0
2013,Saskatchewan,Jack pine budworm,0
2013,Saskatchewan,Large aspen tortrix,0
2013,Saskatchewan,Mountain pine beetle,0
2013,Saskatchewan,Spongy moth,0
2013,Saskatchewan,Spruce beetle,0
2013,Saskatchewan,Spruce budworm,9307
2013,Saskatchewan,Swaine jack pine sawfly,0
2013,Saskatchewan,Two-year-cycle spruce budworm,0
2013,Saskatchewan,Western spruce budworm,0
2014,Saskatchewan,Aspen twoleaf tier,0
2014,Saskatchewan,Balsam fir sawfly,0
2014,Saskatchewan,Blackheaded budworm,0
2014,Saskatchewan,Bruce spanworm,0
2014,Saskatchewan,Forest tent caterpillar,250126
2014,Saskatchewan,Hemlock looper,0
2014,Saskatchewan,Jack pine budworm,0
2014,Saskatchewan,Large aspen tortrix,53891
2014,Saskatchewan,Mountain pine beetle,0
2014,Saskatchewan,Spongy moth,0
2014,Saskatchewan,Spruce beetle,0
2014,Saskatchewan,Spruce budworm,0
2014,Saskatchewan,Swaine jack pine sawfly,0
2014,Saskatchewan,Two-year-cycle spruce budworm,0
2014,Saskatchewan,Western spruce budworm,0
2015,Saskatchewan,Aspen twoleaf tier,0
2015,Saskatchewan,Balsam fir sawfly,0
2015,Saskatchewan,Blackheaded budworm,0
2015,Saskatchewan,Bruce spanworm,0
2015,Saskatchewan,Forest tent caterpillar,427750
2015,Saskatchewan,Hemlock looper,0
2015,Saskatchewan,Jack pine budworm,0
2015,Saskatchewan,Large aspen tortrix,0
2015,Saskatchewan,Mountain pine beetle,0
2015,Saskatchewan,Spongy moth,0
2015,Saskatchewan,Spruce beetle,0
2015,Saskatchewan,Spruce budworm,0
2015,Saskatchewan,Swaine jack pine sawfly,0
2015,Saskatchewan,Two-year-cycle spruce budworm,0
2015,Saskatchewan,Western spruce budworm,0
2016,Saskatchewan,Aspen twoleaf tier,0
2016,Saskatchewan,Balsam fir sawfly,0
2016,Saskatchewan,Blackheaded budworm,0
2016,Saskatchewan,Bruce spanworm,0
2016,Saskatchewan,Forest tent caterpillar,565388
2016,Saskatchewan,Hemlock looper,0
2016,Saskatchewan,Jack pine budworm,1965
2016,Saskatchewan,Large aspen tortrix,0
2016,Saskatchewan,Mountain pine beetle,0
2016,Saskatchewan,Spongy moth,0
2016,Saskatchewan,Spruce beetle,0
2016,Saskatchewan,Spruce budworm,0
2016,Saskatchewan,Swaine jack pine sawfly,0
2016,Saskatchewan,Two-year-cycle spruce budworm,0
2016,Saskatchewan,Western spruce budworm,0
2017,Saskatchewan,Aspen twoleaf tier,0
2017,Saskatchewan,Balsam fir sawfly,0
2017,Saskatchewan,Blackheaded budworm,0
2017,Saskatchewan,Bruce spanworm,0
2017,Saskatchewan,Forest tent caterpillar,609103
2017,Saskatchewan,Hemlock looper,0
2017,Saskatchewan,Jack pine budworm,10189
2017,Saskatchewan,Large aspen tortrix,0
2017,Saskatchewan,Mountain pine beetle,0
2017,Saskatchewan,Spongy moth,0
2017,Saskatchewan,Spruce beetle,0
2017,Saskatchewan,Spruce budworm,0
2017,Saskatchewan,Swaine jack pine sawfly,0
2017,Saskatchewan,Two-year-cycle spruce budworm,0
2017,Saskatchewan,Western spruce budworm,0
2018,Saskatchewan,Aspen twoleaf tier,0
2018,Saskatchewan,Balsam fir sawfly,0
2018,Saskatchewan,Blackheaded budworm,0
2018,Saskatchewan,Bruce spanworm,0
2018,Saskatchewan,Forest tent caterpillar,142886
2018,Saskatchewan,Hemlock looper,0
2018,Saskatchewan,Jack pine budworm,6141
2018,Saskatchewan,Large aspen tortrix,0
2018,Saskatchewan,Mountain pine beetle,0
2018,Saskatchewan,Spongy moth,0
2018,Saskatchewan,Spruce beetle,0
2018,Saskatchewan,Spruce budworm,0
2018,Saskatchewan,Swaine jack pine sawfly,0
2018,Saskatchewan,Two-year-cycle spruce budworm,0
2018,Saskatchewan,Western spruce budworm,0
2019,Saskatchewan,Aspen twoleaf tier,0
2019,Saskatchewan,Balsam fir sawfly,0
2019,Saskatchewan,Blackheaded budworm,0
2019,Saskatchewan,Bruce spanworm,0
2019,Saskatchewan,Forest tent caterpillar,48127
2019,Saskatchewan,Hemlock looper,0
2019,Saskatchewan,Jack pine budworm,12624
2019,Saskatchewan,Large aspen tortrix,0
2019,Saskatchewan,Mountain pine beetle,0
2019,Saskatchewan,Spongy moth,0
2019,Saskatchewan,Spruce beetle,0
2019,Saskatchewan,Spruce budworm,0
2019,Saskatchewan,Swaine jack pine sawfly,0
2019,Saskatchewan,Two-year-cycle spruce budworm,0
2019,Saskatchewan,Western spruce budworm,0
2020,Saskatchewan,Aspen twoleaf tier,0
2020,Saskatchewan,Balsam fir sawfly,0
2020,Saskatchewan,Blackheaded budworm,0
2020,Saskatchewan,Bruce spanworm,0
2020,Saskatchewan,Forest tent caterpillar,9022
2020,Saskatchewan,Hemlock looper,0
2020,Saskatchewan,Jack pine budworm,25327
2020,Saskatchewan,Large aspen tortrix,0
2020,Saskatchewan,Mountain pine beetle,0
2020,Saskatchewan,Spongy moth,0
2020,Saskatchewan,Spruce beetle,0
2020,Saskatchewan,Spruce budworm,0
2020,Saskatchewan,Swaine jack pine sawfly,0
2020,Saskatchewan,Two-year-cycle spruce budworm,0
2020,Saskatchewan,Western spruce budworm,0
2021,Saskatchewan,Aspen twoleaf tier,0
2021,Saskatchewan,Balsam fir sawfly,0
2021,Saskatchewan,Blackheaded budworm,0
2021,Saskatchewan,Bruce spanworm,0
2021,Saskatchewan,Forest tent caterpillar,0
2021,Saskatchewan,Hemlock looper,0
2021,Saskatchewan,Jack pine budworm,32449
2021,Saskatchewan,Large aspen tortrix,0
2021,Saskatchewan,Mountain pine beetle,0
2021,Saskatchewan,Spongy moth,0
2021,Saskatchewan,Spruce beetle,0
2021,Saskatchewan,Spruce budworm,0
2021,Saskatchewan,Swaine jack pine sawfly,0
2021,Saskatchewan,Two-year-cycle spruce budworm,0
2021,Saskatchewan,Western spruce budworm,0
2022,Saskatchewan,Aspen twoleaf tier,0
2022,Saskatchewan,Balsam fir sawfly,0
2022,Saskatchewan,Blackheaded budworm,0
2022,Saskatchewan,Bruce spanworm,0
2022,Saskatchewan,Forest tent caterpillar,0
2022,Saskatchewan,Hemlock looper,0
2022,Saskatchewan,Jack pine budworm,11748
2022,Saskatchewan,Large aspen tortrix,0
2022,Saskatchewan,Mountain pine beetle,0
2022,Saskatchewan,Spongy moth,0
2022,Saskatchewan,Spruce beetle,0
2022,Saskatchewan,Spruce budworm,244
2022,Saskatchewan,Swaine jack pine sawfly,0
2022,Saskatchewan,Two-year-cycle spruce budworm,0
2022,Saskatchewan,Western spruce budworm,0
2023,Saskatchewan,Aspen twoleaf tier,0
2023,Saskatchewan,Balsam fir sawfly,0
2023,Saskatchewan,Blackheaded budworm,0
2023,Saskatchewan,Bruce spanworm,0
2023,Saskatchewan,Forest tent caterpillar,0
2023,Saskatchewan,Hemlock looper,0
2023,Saskatchewan,Jack pine budworm,53874
2023,Saskatchewan,Large aspen tortrix,0
2023,Saskatchewan,Mountain pine beetle,0
2023,Saskatchewan,Spongy moth,0
2023,Saskatchewan,Spruce beetle,0
2023,Saskatchewan,Spruce budworm,2610
2023,Saskatchewan,Swaine jack pine sawfly,0
